"Overlay","Filename","Overlay_Gate","Gate","Total_Events","percent_gated_cells","percent_all_cells"
1,"Cruise_NorthSea_PE486_Algae_PE486_8_30m.fcs compensated","Gate 2","Gate 16",50,1.32,0.61
1,"Cruise_NorthSea_PE486_Algae_PE486_8_40m.fcs compensated","Gate 2","Gate 16",41,1.02,0.48
1,"Cruise_NorthSea_PE486_Algae_PE486_8_45_8m.fcs compensated","Gate 2","Gate 16",56,1.22,0.53
1,"Cruise_NorthSea_PE477_Algae_PE477_1_7m.fcs compensated","Gate 2","Gate 17",320,0.93,0.57
1,"Cruise_NorthSea_PE477_Algae_PE477_2_7m.fcs compensated","Gate 2","Gate 17",379,0.92,0.84
1,"Cruise_NorthSea_PE477_Algae_PE477_2_15m.fcs compensated","Gate 2","Gate 17",406,0.96,0.85
1,"Cruise_NorthSea_PE477_Algae_PE477_2_30m.fcs compensated","Gate 2","Gate 17",317,0.74,0.63
1,"Cruise_NorthSea_PE477_Algae_PE477_3_7m.fcs compensated","Gate 2","Gate 17",245,1.13,0.69
1,"Cruise_NorthSea_PE477_Algae_PE477_3_15m.fcs compensated","Gate 2","Gate 17",190,1,0.61
1,"Cruise_NorthSea_PE477_Algae_PE477_3_30m.fcs compensated","Gate 2","Gate 17",118,1.14,0.7
1,"Cruise_NorthSea_PE477_Algae_PE477_4_7m.fcs compensated","Gate 2","Gate 17",181,1.92,0.98
1,"Cruise_NorthSea_PE477_Algae_PE477_4_15m.fcs compensated","Gate 2","Gate 17",77,0.48,0.4
1,"Cruise_NorthSea_PE477_Algae_PE477_4_30m.fcs compensated","Gate 2","Gate 17",65,0.57,0.48
1,"Cruise_NorthSea_PE477_Algae_PE477_5_7m.fcs compensated","Gate 2","Gate 17",703,0.59,0.42
1,"Cruise_NorthSea_PE477_Algae_PE477_5_15m.fcs compensated","Gate 2","Gate 17",741,0.62,0.44
1,"Cruise_NorthSea_PE477_Algae_PE477_5_30m.fcs compensated","Gate 2","Gate 17",310,0.82,0.58
1,"Cruise_NorthSea_PE477_Algae_PE477_6_7m.fcs compensated","Gate 2","Gate 17",123,0.12,0.1
1,"Cruise_NorthSea_PE477_Algae_PE477_6_15m.fcs compensated","Gate 2","Gate 17",122,0.12,0.1
1,"Cruise_NorthSea_PE477_Algae_PE477_6_30m.fcs compensated","Gate 2","Gate 17",95,0.32,0.26
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle3.fcs compensated","Gate 2","Gate 17",114,0.05,0.04
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle11.fcs compensated","Gate 2","Gate 17",171,0.07,0.06
1,"Cruise_NorthSea_PE477_Algae_PE477_7_15m.fcs compensated","Gate 2","Gate 17",141,0.06,0.05
1,"Cruise_NorthSea_PE477_Algae_PE477_7_30m.fcs compensated","Gate 2","Gate 17",148,0.08,0.07
1,"Cruise_NorthSea_PE486_Algae_PE486_1_7m.fcs compensated","Gate 2","Gate 17",67,1.19,0.61
1,"Cruise_NorthSea_PE486_Algae_PE486_1_15m.fcs compensated","Gate 2","Gate 17",103,1.53,0.78
1,"Cruise_NorthSea_PE486_Algae_PE486_1_30m.fcs compensated","Gate 2","Gate 17",76,1.12,0.63
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m.fcs compensated","Gate 2","Gate 17",51,1.55,0.47
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m_SSC425.fcs compensated","Gate 2","Gate 17",87,2.63,0.8
1,"Cruise_NorthSea_PE486_Algae_PE486_2_15m.fcs compensated","Gate 2","Gate 17",61,1.75,0.61
1,"Cruise_NorthSea_PE486_Algae_PE486_2_30m.fcs compensated","Gate 2","Gate 17",36,1.34,0.58
1,"Cruise_NorthSea_PE486_Algae_PE486_3_7m.fcs compensated","Gate 2","Gate 17",27,0.4,0.31
1,"Cruise_NorthSea_PE486_Algae_PE486_3_15m.fcs compensated","Gate 2","Gate 17",97,1.03,0.87
1,"Cruise_NorthSea_PE486_Algae_PE486_4_7m.fcs compensated","Gate 2","Gate 17",270,7.75,1.74
1,"Cruise_NorthSea_PE486_Algae_PE486_4_15m.fcs compensated","Gate 2","Gate 17",301,8.93,1.85
1,"Cruise_NorthSea_PE486_Algae_PE486_4_30m.fcs compensated","Gate 2","Gate 17",39,1.74,0.56
1,"Cruise_NorthSea_PE486_Algae_PE486_4_xm_Run3.fcs compensated","Gate 2","Gate 17",189,5.32,1.19
1,"Cruise_NorthSea_PE486_Algae_PE486_4_ym.fcs compensated","Gate 2","Gate 17",28,1.19,0.39
1,"Cruise_NorthSea_PE486_Algae_PE486_4_zm.fcs compensated","Gate 2","Gate 17",175,5.24,1.15
1,"Cruise_NorthSea_PE486_Algae_PE486_5_7m.fcs compensated","Gate 2","Gate 17",164,4.57,2.19
1,"Cruise_NorthSea_PE486_Algae_PE486_5_15m.fcs compensated","Gate 2","Gate 17",141,3.97,1.9
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7_8m.fcs compensated","Gate 2","Gate 17",28,1.77,0.47
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7_8m_Run2.fcs compensated","Gate 2","Gate 17",27,1.57,0.46
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7m.fcs compensated","Gate 2","Gate 17",42,2.23,0.39
1,"Cruise_NorthSea_PE486_Algae_PE486_6_15m.fcs compensated","Gate 2","Gate 17",32,1.91,0.5
1,"Cruise_NorthSea_PE486_Algae_PE486_7_7m.fcs compensated","Gate 2","Gate 17",24,0.94,0.16
1,"Cruise_NorthSea_PE486_Algae_PE486_7_15m.fcs compensated","Gate 2","Gate 17",24,0.38,0.16
1,"Cruise_NorthSea_PE486_Algae_PE486_7_30m.fcs compensated","Gate 2","Gate 17",41,0.39,0.24
1,"Cruise_NorthSea_PE486_Algae_PE486_8_2m.fcs compensated","Gate 2","Gate 17",324,5.83,1.52
1,"Cruise_NorthSea_PE486_Algae_PE486_8_7m.fcs compensated","Gate 2","Gate 17",287,5.39,1.38
1,"Cruise_NorthSea_PE486_Algae_PE486_8_15m.fcs compensated","Gate 2","Gate 17",215,4.53,1.22
1,"Cruise_NorthSea_PE486_Algae_PE486_8_20m.fcs compensated","Gate 2","Gate 17",88,2.49,1.16
1,"Cruise_NorthSea_PE486_Algae_PE486_8_30m.fcs compensated","Gate 2","Gate 17",84,2.22,1.02
1,"Cruise_NorthSea_PE486_Algae_PE486_8_40m.fcs compensated","Gate 2","Gate 17",124,3.09,1.45
1,"Cruise_NorthSea_PE486_Algae_PE486_8_45_8m.fcs compensated","Gate 2","Gate 17",124,2.69,1.16
1,"Cruise_NorthSea_PE477_Algae_PE477_1_7m.fcs compensated","Gate 2","Gate 18",290,0.84,0.52
1,"Cruise_NorthSea_PE477_Algae_PE477_2_7m.fcs compensated","Gate 2","Gate 18",176,0.43,0.39
1,"Cruise_NorthSea_PE477_Algae_PE477_2_15m.fcs compensated","Gate 2","Gate 18",217,0.52,0.45
1,"Cruise_NorthSea_PE477_Algae_PE477_2_30m.fcs compensated","Gate 2","Gate 18",263,0.62,0.53
1,"Cruise_NorthSea_PE477_Algae_PE477_3_7m.fcs compensated","Gate 2","Gate 18",100,0.46,0.28
1,"Cruise_NorthSea_PE477_Algae_PE477_3_15m.fcs compensated","Gate 2","Gate 18",79,0.42,0.25
1,"Cruise_NorthSea_PE477_Algae_PE477_3_30m.fcs compensated","Gate 2","Gate 18",87,0.84,0.52
1,"Cruise_NorthSea_PE477_Algae_PE477_4_7m.fcs compensated","Gate 2","Gate 18",26,0.28,0.14
1,"Cruise_NorthSea_PE477_Algae_PE477_4_15m.fcs compensated","Gate 2","Gate 18",63,0.39,0.32
1,"Cruise_NorthSea_PE477_Algae_PE477_4_30m.fcs compensated","Gate 2","Gate 18",71,0.62,0.52
1,"Cruise_NorthSea_PE477_Algae_PE477_5_7m.fcs compensated","Gate 2","Gate 18",626,0.53,0.37
1,"Cruise_NorthSea_PE477_Algae_PE477_5_15m.fcs compensated","Gate 2","Gate 18",569,0.48,0.34
1,"Cruise_NorthSea_PE477_Algae_PE477_5_30m.fcs compensated","Gate 2","Gate 18",236,0.63,0.44
1,"Cruise_NorthSea_PE477_Algae_PE477_6_7m.fcs compensated","Gate 2","Gate 18",156,0.15,0.13
1,"Cruise_NorthSea_PE477_Algae_PE477_6_15m.fcs compensated","Gate 2","Gate 18",146,0.14,0.12
1,"Cruise_NorthSea_PE477_Algae_PE477_6_30m.fcs compensated","Gate 2","Gate 18",75,0.25,0.21
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle3.fcs compensated","Gate 2","Gate 18",274,0.12,0.1
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle11.fcs compensated","Gate 2","Gate 18",280,0.12,0.11
1,"Cruise_NorthSea_PE477_Algae_PE477_7_15m.fcs compensated","Gate 2","Gate 18",289,0.12,0.11
1,"Cruise_NorthSea_PE477_Algae_PE477_7_30m.fcs compensated","Gate 2","Gate 18",185,0.1,0.08
1,"Cruise_NorthSea_PE486_Algae_PE486_1_7m.fcs compensated","Gate 2","Gate 18",169,3,1.54
1,"Cruise_NorthSea_PE486_Algae_PE486_1_15m.fcs compensated","Gate 2","Gate 18",260,3.85,1.97
1,"Cruise_NorthSea_PE486_Algae_PE486_1_30m.fcs compensated","Gate 2","Gate 18",206,3.05,1.7
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m.fcs compensated","Gate 2","Gate 18",98,2.97,0.89
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m_SSC425.fcs compensated","Gate 2","Gate 18",85,2.57,0.78
1,"Cruise_NorthSea_PE486_Algae_PE486_2_15m.fcs compensated","Gate 2","Gate 18",100,2.88,1.01
1,"Cruise_NorthSea_PE486_Algae_PE486_2_30m.fcs compensated","Gate 2","Gate 18",88,3.27,1.42
1,"Cruise_NorthSea_PE486_Algae_PE486_3_7m.fcs compensated","Gate 2","Gate 18",3648,53.7,41.57
1,"Cruise_NorthSea_PE486_Algae_PE486_3_15m.fcs compensated","Gate 2","Gate 18",4305,45.78,38.61
1,"Cruise_NorthSea_PE486_Algae_PE486_4_7m.fcs compensated","Gate 2","Gate 18",72,2.07,0.46
1,"Cruise_NorthSea_PE486_Algae_PE486_4_15m.fcs compensated","Gate 2","Gate 18",71,2.11,0.44
1,"Cruise_NorthSea_PE486_Algae_PE486_4_30m.fcs compensated","Gate 2","Gate 18",23,1.03,0.33
1,"Cruise_NorthSea_PE486_Algae_PE486_4_xm_Run3.fcs compensated","Gate 2","Gate 18",144,4.05,0.91
1,"Cruise_NorthSea_PE486_Algae_PE486_4_ym.fcs compensated","Gate 2","Gate 18",57,2.42,0.79
1,"Cruise_NorthSea_PE486_Algae_PE486_4_zm.fcs compensated","Gate 2","Gate 18",133,3.98,0.87
1,"Cruise_NorthSea_PE486_Algae_PE486_5_7m.fcs compensated","Gate 2","Gate 18",202,5.63,2.7
1,"Cruise_NorthSea_PE486_Algae_PE486_5_15m.fcs compensated","Gate 2","Gate 18",196,5.51,2.64
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7_8m.fcs compensated","Gate 2","Gate 18",74,4.67,1.25
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7_8m_Run2.fcs compensated","Gate 2","Gate 18",67,3.89,1.14
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7m.fcs compensated","Gate 2","Gate 18",91,4.84,0.86
1,"Cruise_NorthSea_PE486_Algae_PE486_6_15m.fcs compensated","Gate 2","Gate 18",83,4.95,1.31
1,"Cruise_NorthSea_PE486_Algae_PE486_7_7m.fcs compensated","Gate 2","Gate 18",188,7.33,1.23
1,"Cruise_NorthSea_PE486_Algae_PE486_7_15m.fcs compensated","Gate 2","Gate 18",213,3.33,1.4
1,"Cruise_NorthSea_PE486_Algae_PE486_7_30m.fcs compensated","Gate 2","Gate 18",287,2.73,1.66
1,"Cruise_NorthSea_PE486_Algae_PE486_8_2m.fcs compensated","Gate 2","Gate 18",239,4.3,1.12
1,"Cruise_NorthSea_PE486_Algae_PE486_8_7m.fcs compensated","Gate 2","Gate 18",184,3.46,0.88
1,"Cruise_NorthSea_PE486_Algae_PE486_8_15m.fcs compensated","Gate 2","Gate 18",194,4.08,1.1
1,"Cruise_NorthSea_PE486_Algae_PE486_8_20m.fcs compensated","Gate 2","Gate 18",129,3.65,1.71
1,"Cruise_NorthSea_PE486_Algae_PE486_8_30m.fcs compensated","Gate 2","Gate 18",160,4.22,1.95
1,"Cruise_NorthSea_PE486_Algae_PE486_8_40m.fcs compensated","Gate 2","Gate 18",146,3.63,1.71
1,"Cruise_NorthSea_PE486_Algae_PE486_8_45_8m.fcs compensated","Gate 2","Gate 18",163,3.54,1.53
1,"Cruise_NorthSea_PE477_Algae_PE477_1_7m.fcs compensated","Gate 2","Gate 19",104,0.3,0.19
1,"Cruise_NorthSea_PE477_Algae_PE477_2_7m.fcs compensated","Gate 2","Gate 19",72,0.17,0.16
1,"Cruise_NorthSea_PE477_Algae_PE477_2_15m.fcs compensated","Gate 2","Gate 19",94,0.22,0.2
1,"Cruise_NorthSea_PE477_Algae_PE477_2_30m.fcs compensated","Gate 2","Gate 19",112,0.26,0.22
1,"Cruise_NorthSea_PE477_Algae_PE477_3_7m.fcs compensated","Gate 2","Gate 19",59,0.27,0.17
1,"Cruise_NorthSea_PE477_Algae_PE477_3_15m.fcs compensated","Gate 2","Gate 19",46,0.24,0.15
1,"Cruise_NorthSea_PE477_Algae_PE477_3_30m.fcs compensated","Gate 2","Gate 19",51,0.49,0.3
1,"Cruise_NorthSea_PE477_Algae_PE477_4_7m.fcs compensated","Gate 2","Gate 19",29,0.31,0.16
1,"Cruise_NorthSea_PE477_Algae_PE477_4_15m.fcs compensated","Gate 2","Gate 19",47,0.29,0.24
1,"Cruise_NorthSea_PE477_Algae_PE477_4_30m.fcs compensated","Gate 2","Gate 19",37,0.32,0.27
1,"Cruise_NorthSea_PE477_Algae_PE477_5_7m.fcs compensated","Gate 2","Gate 19",240,0.2,0.14
1,"Cruise_NorthSea_PE477_Algae_PE477_5_15m.fcs compensated","Gate 2","Gate 19",235,0.2,0.14
1,"Cruise_NorthSea_PE477_Algae_PE477_5_30m.fcs compensated","Gate 2","Gate 19",97,0.26,0.18
1,"Cruise_NorthSea_PE477_Algae_PE477_6_7m.fcs compensated","Gate 2","Gate 19",103,0.1,0.08
1,"Cruise_NorthSea_PE477_Algae_PE477_6_15m.fcs compensated","Gate 2","Gate 19",134,0.13,0.11
1,"Cruise_NorthSea_PE477_Algae_PE477_6_30m.fcs compensated","Gate 2","Gate 19",37,0.12,0.1
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle3.fcs compensated","Gate 2","Gate 19",302,0.13,0.11
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle11.fcs compensated","Gate 2","Gate 19",250,0.11,0.09
1,"Cruise_NorthSea_PE477_Algae_PE477_7_15m.fcs compensated","Gate 2","Gate 19",277,0.12,0.1
1,"Cruise_NorthSea_PE477_Algae_PE477_7_30m.fcs compensated","Gate 2","Gate 19",165,0.09,0.08
1,"Cruise_NorthSea_PE486_Algae_PE486_1_7m.fcs compensated","Gate 2","Gate 19",63,1.12,0.57
1,"Cruise_NorthSea_PE486_Algae_PE486_1_15m.fcs compensated","Gate 2","Gate 19",140,2.07,1.06
1,"Cruise_NorthSea_PE486_Algae_PE486_1_30m.fcs compensated","Gate 2","Gate 19",215,3.18,1.77
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m.fcs compensated","Gate 2","Gate 19",23,0.7,0.21
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m_SSC425.fcs compensated","Gate 2","Gate 19",37,1.12,0.34
1,"Cruise_NorthSea_PE486_Algae_PE486_2_15m.fcs compensated","Gate 2","Gate 19",35,1.01,0.35
1,"Cruise_NorthSea_PE486_Algae_PE486_2_30m.fcs compensated","Gate 2","Gate 19",37,1.38,0.6
1,"Cruise_NorthSea_PE486_Algae_PE486_3_7m.fcs compensated","Gate 2","Gate 19",2027,29.84,23.1
1,"Cruise_NorthSea_PE486_Algae_PE486_3_15m.fcs compensated","Gate 2","Gate 19",3892,41.39,34.9
1,"Cruise_NorthSea_PE486_Algae_PE486_4_7m.fcs compensated","Gate 2","Gate 19",37,1.06,0.24
1,"Cruise_NorthSea_PE486_Algae_PE486_4_15m.fcs compensated","Gate 2","Gate 19",48,1.42,0.3
1,"Cruise_NorthSea_PE486_Algae_PE486_4_30m.fcs compensated","Gate 2","Gate 19",22,0.98,0.31
1,"Cruise_NorthSea_PE486_Algae_PE486_4_xm_Run3.fcs compensated","Gate 2","Gate 19",56,1.58,0.35
1,"Cruise_NorthSea_PE486_Algae_PE486_4_ym.fcs compensated","Gate 2","Gate 19",11,0.47,0.15
1,"Cruise_NorthSea_PE486_Algae_PE486_4_zm.fcs compensated","Gate 2","Gate 19",48,1.44,0.31
1,"Cruise_NorthSea_PE486_Algae_PE486_5_7m.fcs compensated","Gate 2","Gate 19",46,1.28,0.62
1,"Cruise_NorthSea_PE486_Algae_PE486_5_15m.fcs compensated","Gate 2","Gate 19",49,1.38,0.66
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7_8m.fcs compensated","Gate 2","Gate 19",47,2.97,0.79
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7_8m_Run2.fcs compensated","Gate 2","Gate 19",37,2.15,0.63
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7m.fcs compensated","Gate 2","Gate 19",28,1.49,0.26
1,"Cruise_NorthSea_PE486_Algae_PE486_6_15m.fcs compensated","Gate 2","Gate 19",50,2.98,0.79
1,"Cruise_NorthSea_PE486_Algae_PE486_7_7m.fcs compensated","Gate 2","Gate 19",246,9.59,1.61
1,"Cruise_NorthSea_PE486_Algae_PE486_7_15m.fcs compensated","Gate 2","Gate 19",1964,30.72,12.9
1,"Cruise_NorthSea_PE486_Algae_PE486_7_30m.fcs compensated","Gate 2","Gate 19",3916,37.27,22.7
1,"Cruise_NorthSea_PE486_Algae_PE486_8_2m.fcs compensated","Gate 2","Gate 19",116,2.09,0.54
1,"Cruise_NorthSea_PE486_Algae_PE486_8_7m.fcs compensated","Gate 2","Gate 19",83,1.56,0.4
1,"Cruise_NorthSea_PE486_Algae_PE486_8_15m.fcs compensated","Gate 2","Gate 19",82,1.73,0.47
1,"Cruise_NorthSea_PE486_Algae_PE486_8_20m.fcs compensated","Gate 2","Gate 19",28,0.79,0.37
1,"Cruise_NorthSea_PE486_Algae_PE486_8_30m.fcs compensated","Gate 2","Gate 19",49,1.29,0.6
1,"Cruise_NorthSea_PE486_Algae_PE486_8_40m.fcs compensated","Gate 2","Gate 19",163,4.06,1.9
1,"Cruise_NorthSea_PE486_Algae_PE486_8_45_8m.fcs compensated","Gate 2","Gate 19",261,5.66,2.45
1,"Cruise_NorthSea_PE477_Algae_PE477_1_7m.fcs compensated","Gate 1","None",21381,100,38.37
1,"Cruise_NorthSea_PE477_Algae_PE477_2_7m.fcs compensated","Gate 1","None",4078,100,9
1,"Cruise_NorthSea_PE477_Algae_PE477_2_15m.fcs compensated","Gate 1","None",5687,100,11.89
1,"Cruise_NorthSea_PE477_Algae_PE477_2_30m.fcs compensated","Gate 1","None",7481,100,14.98
1,"Cruise_NorthSea_PE477_Algae_PE477_3_7m.fcs compensated","Gate 1","None",13920,100,39.45
1,"Cruise_NorthSea_PE477_Algae_PE477_3_15m.fcs compensated","Gate 1","None",12400,100,39.8
1,"Cruise_NorthSea_PE477_Algae_PE477_3_30m.fcs compensated","Gate 1","None",6527,100,38.93
1,"Cruise_NorthSea_PE477_Algae_PE477_4_7m.fcs compensated","Gate 1","None",9272,100,50.13
1,"Cruise_NorthSea_PE477_Algae_PE477_4_15m.fcs compensated","Gate 1","None",3421,100,17.6
1,"Cruise_NorthSea_PE477_Algae_PE477_4_30m.fcs compensated","Gate 1","None",2211,100,16.28
1,"Cruise_NorthSea_PE477_Algae_PE477_5_7m.fcs compensated","Gate 1","None",48132,100,28.82
1,"Cruise_NorthSea_PE477_Algae_PE477_5_15m.fcs compensated","Gate 1","None",49724,100,29.58
1,"Cruise_NorthSea_PE477_Algae_PE477_5_30m.fcs compensated","Gate 1","None",15703,100,29.48
1,"Cruise_NorthSea_PE477_Algae_PE477_6_7m.fcs compensated","Gate 1","None",19344,100,15.77
1,"Cruise_NorthSea_PE477_Algae_PE477_6_15m.fcs compensated","Gate 1","None",19471,100,15.63
1,"Cruise_NorthSea_PE477_Algae_PE477_6_30m.fcs compensated","Gate 1","None",6613,100,18.16
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle3.fcs compensated","Gate 1","None",40090,100,14.53
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle11.fcs compensated","Gate 1","None",36051,100,13.65
1,"Cruise_NorthSea_PE477_Algae_PE477_7_15m.fcs compensated","Gate 1","None",37320,100,13.76
1,"Cruise_NorthSea_PE477_Algae_PE477_7_30m.fcs compensated","Gate 1","None",26177,100,11.96
1,"Cruise_NorthSea_PE486_Algae_PE486_1_7m.fcs compensated","Gate 1","None",5469,100,49.89
1,"Cruise_NorthSea_PE486_Algae_PE486_1_15m.fcs compensated","Gate 1","None",6796,100,51.47
1,"Cruise_NorthSea_PE486_Algae_PE486_1_30m.fcs compensated","Gate 1","None",5668,100,46.75
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m.fcs compensated","Gate 1","None",7735,100,70.56
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m_SSC425.fcs compensated","Gate 1","None",7637,100,70.36
1,"Cruise_NorthSea_PE486_Algae_PE486_2_15m.fcs compensated","Gate 1","None",6489,100,65.31
1,"Cruise_NorthSea_PE486_Algae_PE486_2_30m.fcs compensated","Gate 1","None",3572,100,57.77
1,"Cruise_NorthSea_PE486_Algae_PE486_3_7m.fcs compensated","Gate 1","None",2570,100,29.29
1,"Cruise_NorthSea_PE486_Algae_PE486_3_15m.fcs compensated","Gate 1","None",2681,100,24.04
1,"Cruise_NorthSea_PE486_Algae_PE486_4_7m.fcs compensated","Gate 1","None",12393,100,79.97
1,"Cruise_NorthSea_PE486_Algae_PE486_4_15m.fcs compensated","Gate 1","None",13144,100,81
1,"Cruise_NorthSea_PE486_Algae_PE486_4_30m.fcs compensated","Gate 1","None",4889,100,69.91
1,"Cruise_NorthSea_PE486_Algae_PE486_4_xm_Run3.fcs compensated","Gate 1","None",12766,100,80.55
1,"Cruise_NorthSea_PE486_Algae_PE486_4_ym.fcs compensated","Gate 1","None",4980,100,68.82
1,"Cruise_NorthSea_PE486_Algae_PE486_4_zm.fcs compensated","Gate 1","None",12278,100,80.34
1,"Cruise_NorthSea_PE486_Algae_PE486_5_7m.fcs compensated","Gate 1","None",3974,100,53.14
1,"Cruise_NorthSea_PE486_Algae_PE486_5_15m.fcs compensated","Gate 1","None",3958,100,53.31
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7_8m.fcs compensated","Gate 1","None",4375,100,73.99
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7_8m_Run2.fcs compensated","Gate 1","None",4271,100,72.56
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7m.fcs compensated","Gate 1","None",8807,100,82.79
1,"Cruise_NorthSea_PE486_Algae_PE486_6_15m.fcs compensated","Gate 1","None",4781,100,75.35
1,"Cruise_NorthSea_PE486_Algae_PE486_7_7m.fcs compensated","Gate 1","None",12920,100,84.39
1,"Cruise_NorthSea_PE486_Algae_PE486_7_15m.fcs compensated","Gate 1","None",10625,100,69.77
1,"Cruise_NorthSea_PE486_Algae_PE486_7_30m.fcs compensated","Gate 1","None",10325,100,59.84
1,"Cruise_NorthSea_PE486_Algae_PE486_8_2m.fcs compensated","Gate 1","None",16026,100,74.94
1,"Cruise_NorthSea_PE486_Algae_PE486_8_7m.fcs compensated","Gate 1","None",15658,100,75.22
1,"Cruise_NorthSea_PE486_Algae_PE486_8_15m.fcs compensated","Gate 1","None",13023,100,73.86
1,"Cruise_NorthSea_PE486_Algae_PE486_8_20m.fcs compensated","Gate 1","None",4079,100,53.96
1,"Cruise_NorthSea_PE486_Algae_PE486_8_30m.fcs compensated","Gate 1","None",4533,100,55.23
