"Overlay","Filename","Overlay_Gate","Gate","Total_Events","percent_gated_cells","percent_all_cells"
1,"Cruise_NorthSea_PE486_Algae_PE486_8_40m.fcs compensated","Gate 1","None",4717,100,55.11
1,"Cruise_NorthSea_PE486_Algae_PE486_8_45_8m.fcs compensated","Gate 1","None",6526,100,61.19
1,"Cruise_NorthSea_PE477_Algae_PE477_1_7m.fcs compensated","Gate 1","Gate 1",21381,100,38.37
1,"Cruise_NorthSea_PE477_Algae_PE477_2_7m.fcs compensated","Gate 1","Gate 1",4078,100,9
1,"Cruise_NorthSea_PE477_Algae_PE477_2_15m.fcs compensated","Gate 1","Gate 1",5687,100,11.89
1,"Cruise_NorthSea_PE477_Algae_PE477_2_30m.fcs compensated","Gate 1","Gate 1",7481,100,14.98
1,"Cruise_NorthSea_PE477_Algae_PE477_3_7m.fcs compensated","Gate 1","Gate 1",13920,100,39.45
1,"Cruise_NorthSea_PE477_Algae_PE477_3_15m.fcs compensated","Gate 1","Gate 1",12400,100,39.8
1,"Cruise_NorthSea_PE477_Algae_PE477_3_30m.fcs compensated","Gate 1","Gate 1",6527,100,38.93
1,"Cruise_NorthSea_PE477_Algae_PE477_4_7m.fcs compensated","Gate 1","Gate 1",9272,100,50.13
1,"Cruise_NorthSea_PE477_Algae_PE477_4_15m.fcs compensated","Gate 1","Gate 1",3421,100,17.6
1,"Cruise_NorthSea_PE477_Algae_PE477_4_30m.fcs compensated","Gate 1","Gate 1",2211,100,16.28
1,"Cruise_NorthSea_PE477_Algae_PE477_5_7m.fcs compensated","Gate 1","Gate 1",48132,100,28.82
1,"Cruise_NorthSea_PE477_Algae_PE477_5_15m.fcs compensated","Gate 1","Gate 1",49724,100,29.58
1,"Cruise_NorthSea_PE477_Algae_PE477_5_30m.fcs compensated","Gate 1","Gate 1",15703,100,29.48
1,"Cruise_NorthSea_PE477_Algae_PE477_6_7m.fcs compensated","Gate 1","Gate 1",19344,100,15.77
1,"Cruise_NorthSea_PE477_Algae_PE477_6_15m.fcs compensated","Gate 1","Gate 1",19471,100,15.63
1,"Cruise_NorthSea_PE477_Algae_PE477_6_30m.fcs compensated","Gate 1","Gate 1",6613,100,18.16
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle3.fcs compensated","Gate 1","Gate 1",40090,100,14.53
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle11.fcs compensated","Gate 1","Gate 1",36051,100,13.65
1,"Cruise_NorthSea_PE477_Algae_PE477_7_15m.fcs compensated","Gate 1","Gate 1",37320,100,13.76
1,"Cruise_NorthSea_PE477_Algae_PE477_7_30m.fcs compensated","Gate 1","Gate 1",26177,100,11.96
1,"Cruise_NorthSea_PE486_Algae_PE486_1_7m.fcs compensated","Gate 1","Gate 1",5469,100,49.89
1,"Cruise_NorthSea_PE486_Algae_PE486_1_15m.fcs compensated","Gate 1","Gate 1",6796,100,51.47
1,"Cruise_NorthSea_PE486_Algae_PE486_1_30m.fcs compensated","Gate 1","Gate 1",5668,100,46.75
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m.fcs compensated","Gate 1","Gate 1",7735,100,70.56
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m_SSC425.fcs compensated","Gate 1","Gate 1",7637,100,70.36
1,"Cruise_NorthSea_PE486_Algae_PE486_2_15m.fcs compensated","Gate 1","Gate 1",6489,100,65.31
1,"Cruise_NorthSea_PE486_Algae_PE486_2_30m.fcs compensated","Gate 1","Gate 1",3572,100,57.77
1,"Cruise_NorthSea_PE486_Algae_PE486_3_7m.fcs compensated","Gate 1","Gate 1",2570,100,29.29
1,"Cruise_NorthSea_PE486_Algae_PE486_3_15m.fcs compensated","Gate 1","Gate 1",2681,100,24.04
1,"Cruise_NorthSea_PE486_Algae_PE486_4_7m.fcs compensated","Gate 1","Gate 1",12393,100,79.97
1,"Cruise_NorthSea_PE486_Algae_PE486_4_15m.fcs compensated","Gate 1","Gate 1",13144,100,81
1,"Cruise_NorthSea_PE486_Algae_PE486_4_30m.fcs compensated","Gate 1","Gate 1",4889,100,69.91
1,"Cruise_NorthSea_PE486_Algae_PE486_4_xm_Run3.fcs compensated","Gate 1","Gate 1",12766,100,80.55
1,"Cruise_NorthSea_PE486_Algae_PE486_4_ym.fcs compensated","Gate 1","Gate 1",4980,100,68.82
1,"Cruise_NorthSea_PE486_Algae_PE486_4_zm.fcs compensated","Gate 1","Gate 1",12278,100,80.34
1,"Cruise_NorthSea_PE486_Algae_PE486_5_7m.fcs compensated","Gate 1","Gate 1",3974,100,53.14
1,"Cruise_NorthSea_PE486_Algae_PE486_5_15m.fcs compensated","Gate 1","Gate 1",3958,100,53.31
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7_8m.fcs compensated","Gate 1","Gate 1",4375,100,73.99
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7_8m_Run2.fcs compensated","Gate 1","Gate 1",4271,100,72.56
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7m.fcs compensated","Gate 1","Gate 1",8807,100,82.79
1,"Cruise_NorthSea_PE486_Algae_PE486_6_15m.fcs compensated","Gate 1","Gate 1",4781,100,75.35
1,"Cruise_NorthSea_PE486_Algae_PE486_7_7m.fcs compensated","Gate 1","Gate 1",12920,100,84.39
1,"Cruise_NorthSea_PE486_Algae_PE486_7_15m.fcs compensated","Gate 1","Gate 1",10625,100,69.77
1,"Cruise_NorthSea_PE486_Algae_PE486_7_30m.fcs compensated","Gate 1","Gate 1",10325,100,59.84
1,"Cruise_NorthSea_PE486_Algae_PE486_8_2m.fcs compensated","Gate 1","Gate 1",16026,100,74.94
1,"Cruise_NorthSea_PE486_Algae_PE486_8_7m.fcs compensated","Gate 1","Gate 1",15658,100,75.22
1,"Cruise_NorthSea_PE486_Algae_PE486_8_15m.fcs compensated","Gate 1","Gate 1",13023,100,73.86
1,"Cruise_NorthSea_PE486_Algae_PE486_8_20m.fcs compensated","Gate 1","Gate 1",4079,100,53.96
1,"Cruise_NorthSea_PE486_Algae_PE486_8_30m.fcs compensated","Gate 1","Gate 1",4533,100,55.23
1,"Cruise_NorthSea_PE486_Algae_PE486_8_40m.fcs compensated","Gate 1","Gate 1",4717,100,55.11
1,"Cruise_NorthSea_PE486_Algae_PE486_8_45_8m.fcs compensated","Gate 1","Gate 1",6526,100,61.19
1,"Cruise_NorthSea_PE477_Algae_PE477_1_7m.fcs compensated","Gate 1","Gate 4",1011,4.73,1.81
1,"Cruise_NorthSea_PE477_Algae_PE477_2_7m.fcs compensated","Gate 1","Gate 4",1966,48.21,4.34
1,"Cruise_NorthSea_PE477_Algae_PE477_2_15m.fcs compensated","Gate 1","Gate 4",2237,39.34,4.68
1,"Cruise_NorthSea_PE477_Algae_PE477_2_30m.fcs compensated","Gate 1","Gate 4",2324,31.07,4.65
1,"Cruise_NorthSea_PE477_Algae_PE477_3_7m.fcs compensated","Gate 1","Gate 4",2973,21.36,8.42
1,"Cruise_NorthSea_PE477_Algae_PE477_3_15m.fcs compensated","Gate 1","Gate 4",2429,19.59,7.8
1,"Cruise_NorthSea_PE477_Algae_PE477_3_30m.fcs compensated","Gate 1","Gate 4",877,13.44,5.23
1,"Cruise_NorthSea_PE477_Algae_PE477_4_7m.fcs compensated","Gate 1","Gate 4",1687,18.19,9.12
1,"Cruise_NorthSea_PE477_Algae_PE477_4_15m.fcs compensated","Gate 1","Gate 4",915,26.75,4.71
1,"Cruise_NorthSea_PE477_Algae_PE477_4_30m.fcs compensated","Gate 1","Gate 4",613,27.73,4.51
1,"Cruise_NorthSea_PE477_Algae_PE477_5_7m.fcs compensated","Gate 1","Gate 4",2245,4.66,1.34
1,"Cruise_NorthSea_PE477_Algae_PE477_5_15m.fcs compensated","Gate 1","Gate 4",2312,4.65,1.38
1,"Cruise_NorthSea_PE477_Algae_PE477_5_30m.fcs compensated","Gate 1","Gate 4",1052,6.7,1.97
1,"Cruise_NorthSea_PE477_Algae_PE477_6_7m.fcs compensated","Gate 1","Gate 4",1324,6.84,1.08
1,"Cruise_NorthSea_PE477_Algae_PE477_6_15m.fcs compensated","Gate 1","Gate 4",1157,5.94,0.93
1,"Cruise_NorthSea_PE477_Algae_PE477_6_30m.fcs compensated","Gate 1","Gate 4",617,9.33,1.69
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle3.fcs compensated","Gate 1","Gate 4",1296,3.23,0.47
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle11.fcs compensated","Gate 1","Gate 4",1174,3.26,0.44
1,"Cruise_NorthSea_PE477_Algae_PE477_7_15m.fcs compensated","Gate 1","Gate 4",1361,3.65,0.5
1,"Cruise_NorthSea_PE477_Algae_PE477_7_30m.fcs compensated","Gate 1","Gate 4",817,3.12,0.37
1,"Cruise_NorthSea_PE486_Algae_PE486_1_7m.fcs compensated","Gate 1","Gate 4",627,11.46,5.72
1,"Cruise_NorthSea_PE486_Algae_PE486_1_15m.fcs compensated","Gate 1","Gate 4",685,10.08,5.19
1,"Cruise_NorthSea_PE486_Algae_PE486_1_30m.fcs compensated","Gate 1","Gate 4",689,12.16,5.68
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m.fcs compensated","Gate 1","Gate 4",840,10.86,7.66
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m_SSC425.fcs compensated","Gate 1","Gate 4",695,9.1,6.4
1,"Cruise_NorthSea_PE486_Algae_PE486_2_15m.fcs compensated","Gate 1","Gate 4",589,9.08,5.93
1,"Cruise_NorthSea_PE486_Algae_PE486_2_30m.fcs compensated","Gate 1","Gate 4",361,10.11,5.84
1,"Cruise_NorthSea_PE486_Algae_PE486_3_7m.fcs compensated","Gate 1","Gate 4",892,34.71,10.17
1,"Cruise_NorthSea_PE486_Algae_PE486_3_15m.fcs compensated","Gate 1","Gate 4",1240,46.25,11.12
1,"Cruise_NorthSea_PE486_Algae_PE486_4_7m.fcs compensated","Gate 1","Gate 4",3238,26.13,20.89
1,"Cruise_NorthSea_PE486_Algae_PE486_4_15m.fcs compensated","Gate 1","Gate 4",3594,27.34,22.15
1,"Cruise_NorthSea_PE486_Algae_PE486_4_30m.fcs compensated","Gate 1","Gate 4",2093,42.81,29.93
1,"Cruise_NorthSea_PE486_Algae_PE486_4_xm_Run3.fcs compensated","Gate 1","Gate 4",3230,25.3,20.38
1,"Cruise_NorthSea_PE486_Algae_PE486_4_ym.fcs compensated","Gate 1","Gate 4",2397,48.13,33.13
1,"Cruise_NorthSea_PE486_Algae_PE486_4_zm.fcs compensated","Gate 1","Gate 4",3226,26.27,21.11
1,"Cruise_NorthSea_PE486_Algae_PE486_5_7m.fcs compensated","Gate 1","Gate 4",768,19.33,10.27
1,"Cruise_NorthSea_PE486_Algae_PE486_5_15m.fcs compensated","Gate 1","Gate 4",777,19.63,10.46
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7_8m.fcs compensated","Gate 1","Gate 4",999,22.83,16.89
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7_8m_Run2.fcs compensated","Gate 1","Gate 4",1064,24.91,18.08
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7m.fcs compensated","Gate 1","Gate 4",1410,16.01,13.25
1,"Cruise_NorthSea_PE486_Algae_PE486_6_15m.fcs compensated","Gate 1","Gate 4",1171,24.49,18.46
1,"Cruise_NorthSea_PE486_Algae_PE486_7_7m.fcs compensated","Gate 1","Gate 4",1652,12.79,10.79
1,"Cruise_NorthSea_PE486_Algae_PE486_7_15m.fcs compensated","Gate 1","Gate 4",3829,36.04,25.14
1,"Cruise_NorthSea_PE486_Algae_PE486_7_30m.fcs compensated","Gate 1","Gate 4",5740,55.59,33.27
1,"Cruise_NorthSea_PE486_Algae_PE486_8_2m.fcs compensated","Gate 1","Gate 4",1127,7.03,5.27
1,"Cruise_NorthSea_PE486_Algae_PE486_8_7m.fcs compensated","Gate 1","Gate 4",1102,7.04,5.29
1,"Cruise_NorthSea_PE486_Algae_PE486_8_15m.fcs compensated","Gate 1","Gate 4",930,7.14,5.27
1,"Cruise_NorthSea_PE486_Algae_PE486_8_20m.fcs compensated","Gate 1","Gate 4",666,16.33,8.81
1,"Cruise_NorthSea_PE486_Algae_PE486_8_30m.fcs compensated","Gate 1","Gate 4",690,15.22,8.41
1,"Cruise_NorthSea_PE486_Algae_PE486_8_40m.fcs compensated","Gate 1","Gate 4",750,15.9,8.76
1,"Cruise_NorthSea_PE486_Algae_PE486_8_45_8m.fcs compensated","Gate 1","Gate 4",1114,17.07,10.45
1,"Cruise_NorthSea_PE477_Algae_PE477_1_7m.fcs compensated","Gate 1","Gate 9",26,0.12,0.05
1,"Cruise_NorthSea_PE477_Algae_PE477_2_7m.fcs compensated","Gate 1","Gate 9",30,0.74,0.07
1,"Cruise_NorthSea_PE477_Algae_PE477_2_15m.fcs compensated","Gate 1","Gate 9",36,0.63,0.08
1,"Cruise_NorthSea_PE477_Algae_PE477_2_30m.fcs compensated","Gate 1","Gate 9",54,0.72,0.11
1,"Cruise_NorthSea_PE477_Algae_PE477_3_7m.fcs compensated","Gate 1","Gate 9",23,0.17,0.07
1,"Cruise_NorthSea_PE477_Algae_PE477_3_15m.fcs compensated","Gate 1","Gate 9",14,0.11,0.04
1,"Cruise_NorthSea_PE477_Algae_PE477_3_30m.fcs compensated","Gate 1","Gate 9",9,0.14,0.05
1,"Cruise_NorthSea_PE477_Algae_PE477_4_7m.fcs compensated","Gate 1","Gate 9",12,0.13,0.06
1,"Cruise_NorthSea_PE477_Algae_PE477_4_15m.fcs compensated","Gate 1","Gate 9",5,0.15,0.03
1,"Cruise_NorthSea_PE477_Algae_PE477_4_30m.fcs compensated","Gate 1","Gate 9",6,0.27,0.04
1,"Cruise_NorthSea_PE477_Algae_PE477_5_7m.fcs compensated","Gate 1","Gate 9",17,0.04,0.01
1,"Cruise_NorthSea_PE477_Algae_PE477_5_15m.fcs compensated","Gate 1","Gate 9",11,0.02,0.01
1,"Cruise_NorthSea_PE477_Algae_PE477_5_30m.fcs compensated","Gate 1","Gate 9",9,0.06,0.02
1,"Cruise_NorthSea_PE477_Algae_PE477_6_7m.fcs compensated","Gate 1","Gate 9",8,0.04,0.01
1,"Cruise_NorthSea_PE477_Algae_PE477_6_15m.fcs compensated","Gate 1","Gate 9",7,0.04,0.01
1,"Cruise_NorthSea_PE477_Algae_PE477_6_30m.fcs compensated","Gate 1","Gate 9",5,0.08,0.01
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle3.fcs compensated","Gate 1","Gate 9",11,0.03,0
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle11.fcs compensated","Gate 1","Gate 9",5,0.01,0
1,"Cruise_NorthSea_PE477_Algae_PE477_7_15m.fcs compensated","Gate 1","Gate 9",9,0.02,0
1,"Cruise_NorthSea_PE477_Algae_PE477_7_30m.fcs compensated","Gate 1","Gate 9",4,0.02,0
1,"Cruise_NorthSea_PE486_Algae_PE486_1_7m.fcs compensated","Gate 1","Gate 9",33,0.6,0.3
1,"Cruise_NorthSea_PE486_Algae_PE486_1_15m.fcs compensated","Gate 1","Gate 9",36,0.53,0.27
1,"Cruise_NorthSea_PE486_Algae_PE486_1_30m.fcs compensated","Gate 1","Gate 9",114,2.01,0.94
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m.fcs compensated","Gate 1","Gate 9",39,0.5,0.36
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m_SSC425.fcs compensated","Gate 1","Gate 9",8,0.1,0.07
1,"Cruise_NorthSea_PE486_Algae_PE486_2_15m.fcs compensated","Gate 1","Gate 9",10,0.15,0.1
1,"Cruise_NorthSea_PE486_Algae_PE486_2_30m.fcs compensated","Gate 1","Gate 9",10,0.28,0.16
1,"Cruise_NorthSea_PE486_Algae_PE486_3_7m.fcs compensated","Gate 1","Gate 9",50,1.95,0.57
1,"Cruise_NorthSea_PE486_Algae_PE486_3_15m.fcs compensated","Gate 1","Gate 9",52,1.94,0.47
1,"Cruise_NorthSea_PE486_Algae_PE486_4_7m.fcs compensated","Gate 1","Gate 9",91,0.73,0.59
1,"Cruise_NorthSea_PE486_Algae_PE486_4_15m.fcs compensated","Gate 1","Gate 9",100,0.76,0.62
1,"Cruise_NorthSea_PE486_Algae_PE486_4_30m.fcs compensated","Gate 1","Gate 9",90,1.84,1.29
1,"Cruise_NorthSea_PE486_Algae_PE486_4_xm_Run3.fcs compensated","Gate 1","Gate 9",314,2.46,1.98
1,"Cruise_NorthSea_PE486_Algae_PE486_4_ym.fcs compensated","Gate 1","Gate 9",145,2.91,2
1,"Cruise_NorthSea_PE486_Algae_PE486_4_zm.fcs compensated","Gate 1","Gate 9",255,2.08,1.67
1,"Cruise_NorthSea_PE486_Algae_PE486_5_7m.fcs compensated","Gate 1","Gate 9",25,0.63,0.33
1,"Cruise_NorthSea_PE486_Algae_PE486_5_15m.fcs compensated","Gate 1","Gate 9",30,0.76,0.4
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7_8m.fcs compensated","Gate 1","Gate 9",20,0.46,0.34
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7_8m_Run2.fcs compensated","Gate 1","Gate 9",33,0.77,0.56
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7m.fcs compensated","Gate 1","Gate 9",24,0.27,0.23
1,"Cruise_NorthSea_PE486_Algae_PE486_6_15m.fcs compensated","Gate 1","Gate 9",39,0.82,0.61
1,"Cruise_NorthSea_PE486_Algae_PE486_7_7m.fcs compensated","Gate 1","Gate 9",89,0.69,0.58
1,"Cruise_NorthSea_PE486_Algae_PE486_7_15m.fcs compensated","Gate 1","Gate 9",1066,10.03,7
1,"Cruise_NorthSea_PE486_Algae_PE486_7_30m.fcs compensated","Gate 1","Gate 9",1693,16.4,9.81
1,"Cruise_NorthSea_PE486_Algae_PE486_8_2m.fcs compensated","Gate 1","Gate 9",42,0.26,0.2
1,"Cruise_NorthSea_PE486_Algae_PE486_8_7m.fcs compensated","Gate 1","Gate 9",44,0.28,0.21
1,"Cruise_NorthSea_PE486_Algae_PE486_8_15m.fcs compensated","Gate 1","Gate 9",37,0.28,0.21
1,"Cruise_NorthSea_PE486_Algae_PE486_8_20m.fcs compensated","Gate 1","Gate 9",25,0.61,0.33
1,"Cruise_NorthSea_PE486_Algae_PE486_8_30m.fcs compensated","Gate 1","Gate 9",34,0.75,0.41
1,"Cruise_NorthSea_PE486_Algae_PE486_8_40m.fcs compensated","Gate 1","Gate 9",54,1.14,0.63
1,"Cruise_NorthSea_PE486_Algae_PE486_8_45_8m.fcs compensated","Gate 1","Gate 9",149,2.28,1.4
1,"Cruise_NorthSea_PE477_Algae_PE477_1_7m.fcs compensated","Gate 1","Gate 10",30,0.14,0.05
1,"Cruise_NorthSea_PE477_Algae_PE477_2_7m.fcs compensated","Gate 1","Gate 10",20,0.49,0.04
1,"Cruise_NorthSea_PE477_Algae_PE477_2_15m.fcs compensated","Gate 1","Gate 10",27,0.47,0.06
1,"Cruise_NorthSea_PE477_Algae_PE477_2_30m.fcs compensated","Gate 1","Gate 10",35,0.47,0.07
1,"Cruise_NorthSea_PE477_Algae_PE477_3_7m.fcs compensated","Gate 1","Gate 10",16,0.11,0.05
1,"Cruise_NorthSea_PE477_Algae_PE477_3_15m.fcs compensated","Gate 1","Gate 10",9,0.07,0.03
1,"Cruise_NorthSea_PE477_Algae_PE477_3_30m.fcs compensated","Gate 1","Gate 10",6,0.09,0.04
1,"Cruise_NorthSea_PE477_Algae_PE477_4_7m.fcs compensated","Gate 1","Gate 10",12,0.13,0.06
1,"Cruise_NorthSea_PE477_Algae_PE477_4_15m.fcs compensated","Gate 1","Gate 10",8,0.23,0.04
1,"Cruise_NorthSea_PE477_Algae_PE477_4_30m.fcs compensated","Gate 1","Gate 10",0,0,0
1,"Cruise_NorthSea_PE477_Algae_PE477_5_7m.fcs compensated","Gate 1","Gate 10",24,0.05,0.01
1,"Cruise_NorthSea_PE477_Algae_PE477_5_15m.fcs compensated","Gate 1","Gate 10",22,0.04,0.01
1,"Cruise_NorthSea_PE477_Algae_PE477_5_30m.fcs compensated","Gate 1","Gate 10",15,0.1,0.03
1,"Cruise_NorthSea_PE477_Algae_PE477_6_7m.fcs compensated","Gate 1","Gate 10",4,0.02,0
1,"Cruise_NorthSea_PE477_Algae_PE477_6_15m.fcs compensated","Gate 1","Gate 10",8,0.04,0.01
1,"Cruise_NorthSea_PE477_Algae_PE477_6_30m.fcs compensated","Gate 1","Gate 10",1,0.02,0
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle3.fcs compensated","Gate 1","Gate 10",14,0.03,0.01
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle11.fcs compensated","Gate 1","Gate 10",11,0.03,0
1,"Cruise_NorthSea_PE477_Algae_PE477_7_15m.fcs compensated","Gate 1","Gate 10",11,0.03,0
1,"Cruise_NorthSea_PE477_Algae_PE477_7_30m.fcs compensated","Gate 1","Gate 10",4,0.02,0
1,"Cruise_NorthSea_PE486_Algae_PE486_1_7m.fcs compensated","Gate 1","Gate 10",40,0.73,0.36
1,"Cruise_NorthSea_PE486_Algae_PE486_1_15m.fcs compensated","Gate 1","Gate 10",47,0.69,0.36
1,"Cruise_NorthSea_PE486_Algae_PE486_1_30m.fcs compensated","Gate 1","Gate 10",57,1.01,0.47
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m.fcs compensated","Gate 1","Gate 10",31,0.4,0.28
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m_SSC425.fcs compensated","Gate 1","Gate 10",14,0.18,0.13
1,"Cruise_NorthSea_PE486_Algae_PE486_2_15m.fcs compensated","Gate 1","Gate 10",17,0.26,0.17
1,"Cruise_NorthSea_PE486_Algae_PE486_2_30m.fcs compensated","Gate 1","Gate 10",16,0.45,0.26
1,"Cruise_NorthSea_PE486_Algae_PE486_3_7m.fcs compensated","Gate 1","Gate 10",99,3.85,1.13
1,"Cruise_NorthSea_PE486_Algae_PE486_3_15m.fcs compensated","Gate 1","Gate 10",107,3.99,0.96
1,"Cruise_NorthSea_PE486_Algae_PE486_4_7m.fcs compensated","Gate 1","Gate 10",206,1.66,1.33
1,"Cruise_NorthSea_PE486_Algae_PE486_4_15m.fcs compensated","Gate 1","Gate 10",216,1.64,1.33
1,"Cruise_NorthSea_PE486_Algae_PE486_4_30m.fcs compensated","Gate 1","Gate 10",56,1.15,0.8
1,"Cruise_NorthSea_PE486_Algae_PE486_4_xm_Run3.fcs compensated","Gate 1","Gate 10",240,1.88,1.51
1,"Cruise_NorthSea_PE486_Algae_PE486_4_ym.fcs compensated","Gate 1","Gate 10",105,2.11,1.45
1,"Cruise_NorthSea_PE486_Algae_PE486_4_zm.fcs compensated","Gate 1","Gate 10",230,1.87,1.51
1,"Cruise_NorthSea_PE486_Algae_PE486_5_7m.fcs compensated","Gate 1","Gate 10",14,0.35,0.19
1,"Cruise_NorthSea_PE486_Algae_PE486_5_15m.fcs compensated","Gate 1","Gate 10",15,0.38,0.2
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7_8m.fcs compensated","Gate 1","Gate 10",21,0.48,0.36
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7_8m_Run2.fcs compensated","Gate 1","Gate 10",29,0.68,0.49
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7m.fcs compensated","Gate 1","Gate 10",35,0.4,0.33
1,"Cruise_NorthSea_PE486_Algae_PE486_6_15m.fcs compensated","Gate 1","Gate 10",39,0.82,0.61
1,"Cruise_NorthSea_PE486_Algae_PE486_7_7m.fcs compensated","Gate 1","Gate 10",50,0.39,0.33
1,"Cruise_NorthSea_PE486_Algae_PE486_7_15m.fcs compensated","Gate 1","Gate 10",905,8.52,5.94
1,"Cruise_NorthSea_PE486_Algae_PE486_7_30m.fcs compensated","Gate 1","Gate 10",1385,13.41,8.03
1,"Cruise_NorthSea_PE486_Algae_PE486_8_2m.fcs compensated","Gate 1","Gate 10",45,0.28,0.21
1,"Cruise_NorthSea_PE486_Algae_PE486_8_7m.fcs compensated","Gate 1","Gate 10",36,0.23,0.17
1,"Cruise_NorthSea_PE486_Algae_PE486_8_15m.fcs compensated","Gate 1","Gate 10",27,0.21,0.15
1,"Cruise_NorthSea_PE486_Algae_PE486_8_20m.fcs compensated","Gate 1","Gate 10",12,0.29,0.16
1,"Cruise_NorthSea_PE486_Algae_PE486_8_30m.fcs compensated","Gate 1","Gate 10",21,0.46,0.26
1,"Cruise_NorthSea_PE486_Algae_PE486_8_40m.fcs compensated","Gate 1","Gate 10",16,0.34,0.19
