"Overlay","Filename","Overlay_Gate","Gate","Total_Events","percent_gated_cells","percent_all_cells"
1,"Cruise_NorthSea_PE477_Algae_PE477_1_7m.fcs compensated","Gate 1","Gate 5",6840,31.99,12.27
1,"Cruise_NorthSea_PE477_Algae_PE477_2_7m.fcs compensated","Gate 1","Gate 5",1391,34.11,3.07
1,"Cruise_NorthSea_PE477_Algae_PE477_2_15m.fcs compensated","Gate 1","Gate 5",1331,23.4,2.78
1,"Cruise_NorthSea_PE477_Algae_PE477_2_30m.fcs compensated","Gate 1","Gate 5",1455,19.45,2.91
1,"Cruise_NorthSea_PE477_Algae_PE477_3_7m.fcs compensated","Gate 1","Gate 5",5177,37.19,14.67
1,"Cruise_NorthSea_PE477_Algae_PE477_3_15m.fcs compensated","Gate 1","Gate 5",4686,37.79,15.04
1,"Cruise_NorthSea_PE477_Algae_PE477_3_30m.fcs compensated","Gate 1","Gate 5",2464,37.75,14.7
1,"Cruise_NorthSea_PE477_Algae_PE477_4_7m.fcs compensated","Gate 1","Gate 5",3182,34.32,17.2
1,"Cruise_NorthSea_PE477_Algae_PE477_4_15m.fcs compensated","Gate 1","Gate 5",756,22.1,3.89
1,"Cruise_NorthSea_PE477_Algae_PE477_4_30m.fcs compensated","Gate 1","Gate 5",490,22.16,3.61
1,"Cruise_NorthSea_PE477_Algae_PE477_5_7m.fcs compensated","Gate 1","Gate 5",18810,39.08,11.26
1,"Cruise_NorthSea_PE477_Algae_PE477_5_15m.fcs compensated","Gate 1","Gate 5",19157,38.53,11.4
1,"Cruise_NorthSea_PE477_Algae_PE477_5_30m.fcs compensated","Gate 1","Gate 5",7780,49.54,14.6
1,"Cruise_NorthSea_PE477_Algae_PE477_6_7m.fcs compensated","Gate 1","Gate 5",4647,24.02,3.79
1,"Cruise_NorthSea_PE477_Algae_PE477_6_15m.fcs compensated","Gate 1","Gate 5",4537,23.3,3.64
1,"Cruise_NorthSea_PE477_Algae_PE477_6_30m.fcs compensated","Gate 1","Gate 5",2038,30.82,5.6
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle3.fcs compensated","Gate 1","Gate 5",4846,12.09,1.76
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle11.fcs compensated","Gate 1","Gate 5",5047,14,1.91
1,"Cruise_NorthSea_PE477_Algae_PE477_7_15m.fcs compensated","Gate 1","Gate 5",5054,13.54,1.86
1,"Cruise_NorthSea_PE477_Algae_PE477_7_30m.fcs compensated","Gate 1","Gate 5",7734,29.55,3.53
1,"Cruise_NorthSea_PE486_Algae_PE486_1_7m.fcs compensated","Gate 1","Gate 5",3067,56.08,27.98
1,"Cruise_NorthSea_PE486_Algae_PE486_1_15m.fcs compensated","Gate 1","Gate 5",2921,42.98,22.12
1,"Cruise_NorthSea_PE486_Algae_PE486_1_30m.fcs compensated","Gate 1","Gate 5",2594,45.77,21.4
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m.fcs compensated","Gate 1","Gate 5",4832,62.47,44.08
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m_SSC425.fcs compensated","Gate 1","Gate 5",4678,61.25,43.1
1,"Cruise_NorthSea_PE486_Algae_PE486_2_15m.fcs compensated","Gate 1","Gate 5",4586,70.67,46.16
1,"Cruise_NorthSea_PE486_Algae_PE486_2_30m.fcs compensated","Gate 1","Gate 5",2185,61.17,35.34
1,"Cruise_NorthSea_PE486_Algae_PE486_3_7m.fcs compensated","Gate 1","Gate 5",868,33.77,9.89
1,"Cruise_NorthSea_PE486_Algae_PE486_3_15m.fcs compensated","Gate 1","Gate 5",783,29.21,7.02
1,"Cruise_NorthSea_PE486_Algae_PE486_4_7m.fcs compensated","Gate 1","Gate 5",6766,54.6,43.66
1,"Cruise_NorthSea_PE486_Algae_PE486_4_15m.fcs compensated","Gate 1","Gate 5",7065,53.75,43.54
1,"Cruise_NorthSea_PE486_Algae_PE486_4_30m.fcs compensated","Gate 1","Gate 5",2190,44.79,31.32
1,"Cruise_NorthSea_PE486_Algae_PE486_4_xm_Run3.fcs compensated","Gate 1","Gate 5",6894,54,43.5
1,"Cruise_NorthSea_PE486_Algae_PE486_4_ym.fcs compensated","Gate 1","Gate 5",2010,40.36,27.78
1,"Cruise_NorthSea_PE486_Algae_PE486_4_zm.fcs compensated","Gate 1","Gate 5",6741,54.9,44.11
1,"Cruise_NorthSea_PE486_Algae_PE486_5_7m.fcs compensated","Gate 1","Gate 5",2186,55.01,29.23
1,"Cruise_NorthSea_PE486_Algae_PE486_5_15m.fcs compensated","Gate 1","Gate 5",2287,57.78,30.8
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7_8m.fcs compensated","Gate 1","Gate 5",2119,48.43,35.84
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7_8m_Run2.fcs compensated","Gate 1","Gate 5",2078,48.65,35.3
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7m.fcs compensated","Gate 1","Gate 5",3361,38.16,31.59
1,"Cruise_NorthSea_PE486_Algae_PE486_6_15m.fcs compensated","Gate 1","Gate 5",2149,44.95,33.87
1,"Cruise_NorthSea_PE486_Algae_PE486_7_7m.fcs compensated","Gate 1","Gate 5",2486,19.24,16.24
1,"Cruise_NorthSea_PE486_Algae_PE486_7_15m.fcs compensated","Gate 1","Gate 5",2061,19.4,13.53
1,"Cruise_NorthSea_PE486_Algae_PE486_7_30m.fcs compensated","Gate 1","Gate 5",1628,15.77,9.44
1,"Cruise_NorthSea_PE486_Algae_PE486_8_2m.fcs compensated","Gate 1","Gate 5",5936,37.04,27.76
1,"Cruise_NorthSea_PE486_Algae_PE486_8_7m.fcs compensated","Gate 1","Gate 5",5851,37.37,28.11
1,"Cruise_NorthSea_PE486_Algae_PE486_8_15m.fcs compensated","Gate 1","Gate 5",4900,37.63,27.79
1,"Cruise_NorthSea_PE486_Algae_PE486_8_20m.fcs compensated","Gate 1","Gate 5",2549,62.49,33.72
1,"Cruise_NorthSea_PE486_Algae_PE486_8_30m.fcs compensated","Gate 1","Gate 5",2411,53.19,29.37
1,"Cruise_NorthSea_PE486_Algae_PE486_8_40m.fcs compensated","Gate 1","Gate 5",2461,52.17,28.75
1,"Cruise_NorthSea_PE486_Algae_PE486_8_45_8m.fcs compensated","Gate 1","Gate 5",2285,35.01,21.43
1,"Cruise_NorthSea_PE477_Algae_PE477_1_7m.fcs compensated","Gate 1","Gate 6",14392,67.31,25.83
1,"Cruise_NorthSea_PE477_Algae_PE477_2_7m.fcs compensated","Gate 1","Gate 6",290,7.11,0.64
1,"Cruise_NorthSea_PE477_Algae_PE477_2_15m.fcs compensated","Gate 1","Gate 6",408,7.17,0.85
1,"Cruise_NorthSea_PE477_Algae_PE477_2_30m.fcs compensated","Gate 1","Gate 6",539,7.2,1.08
1,"Cruise_NorthSea_PE477_Algae_PE477_3_7m.fcs compensated","Gate 1","Gate 6",6188,44.45,17.54
1,"Cruise_NorthSea_PE477_Algae_PE477_3_15m.fcs compensated","Gate 1","Gate 6",5570,44.92,17.88
1,"Cruise_NorthSea_PE477_Algae_PE477_3_30m.fcs compensated","Gate 1","Gate 6",1065,16.32,6.35
1,"Cruise_NorthSea_PE477_Algae_PE477_4_7m.fcs compensated","Gate 1","Gate 6",4212,45.43,22.77
1,"Cruise_NorthSea_PE477_Algae_PE477_4_15m.fcs compensated","Gate 1","Gate 6",1064,31.1,5.47
1,"Cruise_NorthSea_PE477_Algae_PE477_4_30m.fcs compensated","Gate 1","Gate 6",464,20.99,3.42
1,"Cruise_NorthSea_PE477_Algae_PE477_5_7m.fcs compensated","Gate 1","Gate 6",29857,62.03,17.88
1,"Cruise_NorthSea_PE477_Algae_PE477_5_15m.fcs compensated","Gate 1","Gate 6",31140,62.63,18.52
1,"Cruise_NorthSea_PE477_Algae_PE477_5_30m.fcs compensated","Gate 1","Gate 6",6877,43.79,12.91
1,"Cruise_NorthSea_PE477_Algae_PE477_6_7m.fcs compensated","Gate 1","Gate 6",14026,72.51,11.43
1,"Cruise_NorthSea_PE477_Algae_PE477_6_15m.fcs compensated","Gate 1","Gate 6",14380,73.85,11.54
1,"Cruise_NorthSea_PE477_Algae_PE477_6_30m.fcs compensated","Gate 1","Gate 6",3404,51.47,9.35
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle3.fcs compensated","Gate 1","Gate 6",32676,81.51,11.85
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle11.fcs compensated","Gate 1","Gate 6",29267,81.18,11.08
1,"Cruise_NorthSea_PE477_Algae_PE477_7_15m.fcs compensated","Gate 1","Gate 6",30290,81.16,11.17
1,"Cruise_NorthSea_PE477_Algae_PE477_7_30m.fcs compensated","Gate 1","Gate 6",19028,72.69,8.69
1,"Cruise_NorthSea_PE486_Algae_PE486_1_7m.fcs compensated","Gate 1","Gate 6",1051,19.22,9.59
1,"Cruise_NorthSea_PE486_Algae_PE486_1_15m.fcs compensated","Gate 1","Gate 6",1240,18.25,9.39
1,"Cruise_NorthSea_PE486_Algae_PE486_1_30m.fcs compensated","Gate 1","Gate 6",1091,19.25,9
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m.fcs compensated","Gate 1","Gate 6",1747,22.59,15.94
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m_SSC425.fcs compensated","Gate 1","Gate 6",2336,30.59,21.52
1,"Cruise_NorthSea_PE486_Algae_PE486_2_15m.fcs compensated","Gate 1","Gate 6",1303,20.08,13.11
1,"Cruise_NorthSea_PE486_Algae_PE486_2_30m.fcs compensated","Gate 1","Gate 6",587,16.43,9.49
1,"Cruise_NorthSea_PE486_Algae_PE486_3_7m.fcs compensated","Gate 1","Gate 6",437,17,4.98
1,"Cruise_NorthSea_PE486_Algae_PE486_3_15m.fcs compensated","Gate 1","Gate 6",311,11.6,2.79
1,"Cruise_NorthSea_PE486_Algae_PE486_4_7m.fcs compensated","Gate 1","Gate 6",2393,19.31,15.44
1,"Cruise_NorthSea_PE486_Algae_PE486_4_15m.fcs compensated","Gate 1","Gate 6",2628,19.99,16.2
1,"Cruise_NorthSea_PE486_Algae_PE486_4_30m.fcs compensated","Gate 1","Gate 6",204,4.17,2.92
1,"Cruise_NorthSea_PE486_Algae_PE486_4_xm_Run3.fcs compensated","Gate 1","Gate 6",1534,12.02,9.68
1,"Cruise_NorthSea_PE486_Algae_PE486_4_ym.fcs compensated","Gate 1","Gate 6",128,2.57,1.77
1,"Cruise_NorthSea_PE486_Algae_PE486_4_zm.fcs compensated","Gate 1","Gate 6",1568,12.77,10.26
1,"Cruise_NorthSea_PE486_Algae_PE486_5_7m.fcs compensated","Gate 1","Gate 6",481,12.1,6.43
1,"Cruise_NorthSea_PE486_Algae_PE486_5_15m.fcs compensated","Gate 1","Gate 6",476,12.03,6.41
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7_8m.fcs compensated","Gate 1","Gate 6",908,20.75,15.36
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7_8m_Run2.fcs compensated","Gate 1","Gate 6",928,21.73,15.77
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7m.fcs compensated","Gate 1","Gate 6",3938,44.71,37.02
1,"Cruise_NorthSea_PE486_Algae_PE486_6_15m.fcs compensated","Gate 1","Gate 6",1185,24.79,18.68
1,"Cruise_NorthSea_PE486_Algae_PE486_7_7m.fcs compensated","Gate 1","Gate 6",8670,67.11,56.63
1,"Cruise_NorthSea_PE486_Algae_PE486_7_15m.fcs compensated","Gate 1","Gate 6",3453,32.5,22.68
1,"Cruise_NorthSea_PE486_Algae_PE486_7_30m.fcs compensated","Gate 1","Gate 6",778,7.54,4.51
1,"Cruise_NorthSea_PE486_Algae_PE486_8_2m.fcs compensated","Gate 1","Gate 6",9761,60.91,45.65
1,"Cruise_NorthSea_PE486_Algae_PE486_8_7m.fcs compensated","Gate 1","Gate 6",9623,61.46,46.23
1,"Cruise_NorthSea_PE486_Algae_PE486_8_15m.fcs compensated","Gate 1","Gate 6",7636,58.63,43.31
1,"Cruise_NorthSea_PE486_Algae_PE486_8_20m.fcs compensated","Gate 1","Gate 6",522,12.8,6.9
1,"Cruise_NorthSea_PE486_Algae_PE486_8_30m.fcs compensated","Gate 1","Gate 6",348,7.68,4.24
1,"Cruise_NorthSea_PE486_Algae_PE486_8_40m.fcs compensated","Gate 1","Gate 6",360,7.63,4.21
1,"Cruise_NorthSea_PE486_Algae_PE486_8_45_8m.fcs compensated","Gate 1","Gate 6",413,6.33,3.87
1,"Cruise_NorthSea_PE477_Algae_PE477_1_7m.fcs compensated","Gate 1","Gate 7",278,1.3,0.5
1,"Cruise_NorthSea_PE477_Algae_PE477_2_7m.fcs compensated","Gate 1","Gate 7",63,1.54,0.14
1,"Cruise_NorthSea_PE477_Algae_PE477_2_15m.fcs compensated","Gate 1","Gate 7",162,2.85,0.34
1,"Cruise_NorthSea_PE477_Algae_PE477_2_30m.fcs compensated","Gate 1","Gate 7",85,1.14,0.17
1,"Cruise_NorthSea_PE477_Algae_PE477_3_7m.fcs compensated","Gate 1","Gate 7",163,1.17,0.46
1,"Cruise_NorthSea_PE477_Algae_PE477_3_15m.fcs compensated","Gate 1","Gate 7",123,0.99,0.39
1,"Cruise_NorthSea_PE477_Algae_PE477_3_30m.fcs compensated","Gate 1","Gate 7",41,0.63,0.24
1,"Cruise_NorthSea_PE477_Algae_PE477_4_7m.fcs compensated","Gate 1","Gate 7",243,2.62,1.31
1,"Cruise_NorthSea_PE477_Algae_PE477_4_15m.fcs compensated","Gate 1","Gate 7",115,3.36,0.59
1,"Cruise_NorthSea_PE477_Algae_PE477_4_30m.fcs compensated","Gate 1","Gate 7",43,1.94,0.32
1,"Cruise_NorthSea_PE477_Algae_PE477_5_7m.fcs compensated","Gate 1","Gate 7",375,0.78,0.22
1,"Cruise_NorthSea_PE477_Algae_PE477_5_15m.fcs compensated","Gate 1","Gate 7",400,0.8,0.24
1,"Cruise_NorthSea_PE477_Algae_PE477_5_30m.fcs compensated","Gate 1","Gate 7",150,0.96,0.28
1,"Cruise_NorthSea_PE477_Algae_PE477_6_7m.fcs compensated","Gate 1","Gate 7",603,3.12,0.49
1,"Cruise_NorthSea_PE477_Algae_PE477_6_15m.fcs compensated","Gate 1","Gate 7",599,3.08,0.48
1,"Cruise_NorthSea_PE477_Algae_PE477_6_30m.fcs compensated","Gate 1","Gate 7",125,1.89,0.34
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle3.fcs compensated","Gate 1","Gate 7",3115,7.77,1.13
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle11.fcs compensated","Gate 1","Gate 7",2283,6.33,0.86
1,"Cruise_NorthSea_PE477_Algae_PE477_7_15m.fcs compensated","Gate 1","Gate 7",2276,6.1,0.84
1,"Cruise_NorthSea_PE477_Algae_PE477_7_30m.fcs compensated","Gate 1","Gate 7",531,2.03,0.24
1,"Cruise_NorthSea_PE486_Algae_PE486_1_7m.fcs compensated","Gate 1","Gate 7",125,2.29,1.14
1,"Cruise_NorthSea_PE486_Algae_PE486_1_15m.fcs compensated","Gate 1","Gate 7",275,4.05,2.08
1,"Cruise_NorthSea_PE486_Algae_PE486_1_30m.fcs compensated","Gate 1","Gate 7",204,3.6,1.68
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m.fcs compensated","Gate 1","Gate 7",61,0.79,0.56
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m_SSC425.fcs compensated","Gate 1","Gate 7",78,1.02,0.72
1,"Cruise_NorthSea_PE486_Algae_PE486_2_15m.fcs compensated","Gate 1","Gate 7",54,0.83,0.54
1,"Cruise_NorthSea_PE486_Algae_PE486_2_30m.fcs compensated","Gate 1","Gate 7",35,0.98,0.57
1,"Cruise_NorthSea_PE486_Algae_PE486_3_7m.fcs compensated","Gate 1","Gate 7",42,1.63,0.48
1,"Cruise_NorthSea_PE486_Algae_PE486_3_15m.fcs compensated","Gate 1","Gate 7",45,1.68,0.4
1,"Cruise_NorthSea_PE486_Algae_PE486_4_7m.fcs compensated","Gate 1","Gate 7",57,0.46,0.37
1,"Cruise_NorthSea_PE486_Algae_PE486_4_15m.fcs compensated","Gate 1","Gate 7",55,0.42,0.34
1,"Cruise_NorthSea_PE486_Algae_PE486_4_30m.fcs compensated","Gate 1","Gate 7",20,0.41,0.29
1,"Cruise_NorthSea_PE486_Algae_PE486_4_xm_Run3.fcs compensated","Gate 1","Gate 7",46,0.36,0.29
1,"Cruise_NorthSea_PE486_Algae_PE486_4_ym.fcs compensated","Gate 1","Gate 7",26,0.52,0.36
1,"Cruise_NorthSea_PE486_Algae_PE486_4_zm.fcs compensated","Gate 1","Gate 7",44,0.36,0.29
1,"Cruise_NorthSea_PE486_Algae_PE486_5_7m.fcs compensated","Gate 1","Gate 7",10,0.25,0.13
1,"Cruise_NorthSea_PE486_Algae_PE486_5_15m.fcs compensated","Gate 1","Gate 7",6,0.15,0.08
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7_8m.fcs compensated","Gate 1","Gate 7",47,1.07,0.79
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7_8m_Run2.fcs compensated","Gate 1","Gate 7",34,0.8,0.58
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7m.fcs compensated","Gate 1","Gate 7",68,0.77,0.64
1,"Cruise_NorthSea_PE486_Algae_PE486_6_15m.fcs compensated","Gate 1","Gate 7",47,0.98,0.74
1,"Cruise_NorthSea_PE486_Algae_PE486_7_7m.fcs compensated","Gate 1","Gate 7",139,1.08,0.91
1,"Cruise_NorthSea_PE486_Algae_PE486_7_15m.fcs compensated","Gate 1","Gate 7",133,1.25,0.87
1,"Cruise_NorthSea_PE486_Algae_PE486_7_30m.fcs compensated","Gate 1","Gate 7",137,1.33,0.79
1,"Cruise_NorthSea_PE486_Algae_PE486_8_2m.fcs compensated","Gate 1","Gate 7",175,1.09,0.82
1,"Cruise_NorthSea_PE486_Algae_PE486_8_7m.fcs compensated","Gate 1","Gate 7",124,0.79,0.6
1,"Cruise_NorthSea_PE486_Algae_PE486_8_15m.fcs compensated","Gate 1","Gate 7",97,0.74,0.55
1,"Cruise_NorthSea_PE486_Algae_PE486_8_20m.fcs compensated","Gate 1","Gate 7",15,0.37,0.2
1,"Cruise_NorthSea_PE486_Algae_PE486_8_30m.fcs compensated","Gate 1","Gate 7",20,0.44,0.24
1,"Cruise_NorthSea_PE486_Algae_PE486_8_40m.fcs compensated","Gate 1","Gate 7",15,0.32,0.18
1,"Cruise_NorthSea_PE486_Algae_PE486_8_45_8m.fcs compensated","Gate 1","Gate 7",41,0.63,0.38
1,"Cruise_NorthSea_PE477_Algae_PE477_1_7m.fcs compensated","Gate 5","Gate 8",526,7.69,0.94
1,"Cruise_NorthSea_PE477_Algae_PE477_2_7m.fcs compensated","Gate 5","Gate 8",681,48.96,1.5
1,"Cruise_NorthSea_PE477_Algae_PE477_2_15m.fcs compensated","Gate 5","Gate 8",595,44.7,1.24
1,"Cruise_NorthSea_PE477_Algae_PE477_2_30m.fcs compensated","Gate 5","Gate 8",639,43.92,1.28
1,"Cruise_NorthSea_PE477_Algae_PE477_3_7m.fcs compensated","Gate 5","Gate 8",549,10.6,1.56
1,"Cruise_NorthSea_PE477_Algae_PE477_3_15m.fcs compensated","Gate 5","Gate 8",574,12.25,1.84
1,"Cruise_NorthSea_PE477_Algae_PE477_3_30m.fcs compensated","Gate 5","Gate 8",568,23.05,3.39
1,"Cruise_NorthSea_PE477_Algae_PE477_4_7m.fcs compensated","Gate 5","Gate 8",204,6.41,1.1
1,"Cruise_NorthSea_PE477_Algae_PE477_4_15m.fcs compensated","Gate 5","Gate 8",108,14.29,0.56
1,"Cruise_NorthSea_PE477_Algae_PE477_4_30m.fcs compensated","Gate 5","Gate 8",116,23.67,0.85
1,"Cruise_NorthSea_PE477_Algae_PE477_5_7m.fcs compensated","Gate 5","Gate 8",1403,7.46,0.84
1,"Cruise_NorthSea_PE477_Algae_PE477_5_15m.fcs compensated","Gate 5","Gate 8",1469,7.67,0.87
1,"Cruise_NorthSea_PE477_Algae_PE477_5_30m.fcs compensated","Gate 5","Gate 8",1333,17.13,2.5
1,"Cruise_NorthSea_PE477_Algae_PE477_6_7m.fcs compensated","Gate 5","Gate 8",471,10.14,0.38
1,"Cruise_NorthSea_PE477_Algae_PE477_6_15m.fcs compensated","Gate 5","Gate 8",458,10.09,0.37
1,"Cruise_NorthSea_PE477_Algae_PE477_6_30m.fcs compensated","Gate 5","Gate 8",309,15.16,0.85
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle3.fcs compensated","Gate 5","Gate 8",307,6.34,0.11
1,"Cruise_NorthSea_PE477_Algae_PE477_7_7m_Bottle11.fcs compensated","Gate 5","Gate 8",266,5.27,0.1
1,"Cruise_NorthSea_PE477_Algae_PE477_7_15m.fcs compensated","Gate 5","Gate 8",279,5.52,0.1
1,"Cruise_NorthSea_PE477_Algae_PE477_7_30m.fcs compensated","Gate 5","Gate 8",329,4.25,0.15
1,"Cruise_NorthSea_PE486_Algae_PE486_1_7m.fcs compensated","Gate 5","Gate 8",481,15.68,4.39
1,"Cruise_NorthSea_PE486_Algae_PE486_1_15m.fcs compensated","Gate 5","Gate 8",492,16.84,3.73
1,"Cruise_NorthSea_PE486_Algae_PE486_1_30m.fcs compensated","Gate 5","Gate 8",548,21.13,4.52
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m.fcs compensated","Gate 5","Gate 8",644,13.33,5.87
1,"Cruise_NorthSea_PE486_Algae_PE486_2_7m_SSC425.fcs compensated","Gate 5","Gate 8",455,9.73,4.19
1,"Cruise_NorthSea_PE486_Algae_PE486_2_15m.fcs compensated","Gate 5","Gate 8",679,14.81,6.83
1,"Cruise_NorthSea_PE486_Algae_PE486_2_30m.fcs compensated","Gate 5","Gate 8",335,15.33,5.42
1,"Cruise_NorthSea_PE486_Algae_PE486_3_7m.fcs compensated","Gate 5","Gate 8",212,24.42,2.42
1,"Cruise_NorthSea_PE486_Algae_PE486_3_15m.fcs compensated","Gate 5","Gate 8",199,25.42,1.78
1,"Cruise_NorthSea_PE486_Algae_PE486_4_7m.fcs compensated","Gate 5","Gate 8",986,14.57,6.36
1,"Cruise_NorthSea_PE486_Algae_PE486_4_15m.fcs compensated","Gate 5","Gate 8",983,13.91,6.06
1,"Cruise_NorthSea_PE486_Algae_PE486_4_30m.fcs compensated","Gate 5","Gate 8",930,42.47,13.3
1,"Cruise_NorthSea_PE486_Algae_PE486_4_xm_Run3.fcs compensated","Gate 5","Gate 8",1002,14.53,6.32
1,"Cruise_NorthSea_PE486_Algae_PE486_4_ym.fcs compensated","Gate 5","Gate 8",1082,53.83,14.95
1,"Cruise_NorthSea_PE486_Algae_PE486_4_zm.fcs compensated","Gate 5","Gate 8",1003,14.88,6.56
1,"Cruise_NorthSea_PE486_Algae_PE486_5_7m.fcs compensated","Gate 5","Gate 8",452,20.68,6.04
1,"Cruise_NorthSea_PE486_Algae_PE486_5_15m.fcs compensated","Gate 5","Gate 8",538,23.52,7.25
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7_8m.fcs compensated","Gate 5","Gate 8",283,13.36,4.79
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7_8m_Run2.fcs compensated","Gate 5","Gate 8",273,13.14,4.64
1,"Cruise_NorthSea_PE486_Algae_PE486_6_7m.fcs compensated","Gate 5","Gate 8",261,7.77,2.45
1,"Cruise_NorthSea_PE486_Algae_PE486_6_15m.fcs compensated","Gate 5","Gate 8",296,13.77,4.67
1,"Cruise_NorthSea_PE486_Algae_PE486_7_7m.fcs compensated","Gate 5","Gate 8",230,9.25,1.5
1,"Cruise_NorthSea_PE486_Algae_PE486_7_15m.fcs compensated","Gate 5","Gate 8",262,12.71,1.72
1,"Cruise_NorthSea_PE486_Algae_PE486_7_30m.fcs compensated","Gate 5","Gate 8",506,31.08,2.93
1,"Cruise_NorthSea_PE486_Algae_PE486_8_2m.fcs compensated","Gate 5","Gate 8",371,6.25,1.73
1,"Cruise_NorthSea_PE486_Algae_PE486_8_7m.fcs compensated","Gate 5","Gate 8",406,6.94,1.95
1,"Cruise_NorthSea_PE486_Algae_PE486_8_15m.fcs compensated","Gate 5","Gate 8",484,9.88,2.75
1,"Cruise_NorthSea_PE486_Algae_PE486_8_20m.fcs compensated","Gate 5","Gate 8",582,22.83,7.7
1,"Cruise_NorthSea_PE486_Algae_PE486_8_30m.fcs compensated","Gate 5","Gate 8",587,24.35,7.15
1,"Cruise_NorthSea_PE486_Algae_PE486_8_40m.fcs compensated","Gate 5","Gate 8",663,26.94,7.75
1,"Cruise_NorthSea_PE486_Algae_PE486_8_45_8m.fcs compensated","Gate 5","Gate 8",583,25.51,5.47
